Player,Matches,Runs,Average,100s,50s,Year
PN Kirsten (SA),13,387,32.25,0,3,1994
RJ Kirtley (ENG),3,1,1.00,0,0,2001
RJ Kirtley (ENG),6,1,1.00,0,0,2002
RJ Kirtley (ENG),1,-,-,-,-,2003
RJ Kirtley (ENG),1,-,-,-,-,2004
H Klaasen (SA),12,251,25.10,0,1,2018
H Klaasen (SA),2,0,0.00,0,0,2019
FJ Klaassen (NL),2,24,12.00,0,0,2018
RK Kleinveldt (SA),10,105,15.00,0,0,2013
JF Kloppenburg (NL),1,7,7.00,0,0,2002
JF Kloppenburg (NL),5,158,31.60,1,0,2003
L Klusener (SA),4,95,47.50,0,1,1996
L Klusener (SA),19,472,31.46,0,3,1997
L Klusener (SA),16,297,27.00,0,2,1998
L Klusener (SA),27,854,94.88,2,4,1999
L Klusener (SA),41,817,37.13,0,4,2000
L Klusener (SA),15,245,49.00,0,1,2001
L Klusener (SA),27,510,39.23,0,3,2002
L Klusener (SA),5,91,91.00,0,1,2003
L Klusener (SA),17,195,21.66,0,0,2004
NV Knight (ENG),4,277,92.33,2,0,1996
NV Knight (ENG),12,245,24.50,0,1,1997
NV Knight (ENG),12,661,55.08,1,6,1998
NV Knight (ENG),16,437,27.31,0,2,1999
NV Knight (ENG),9,304,43.42,0,3,2000
NV Knight (ENG),12,522,58.00,0,5,2001
NV Knight (ENG),24,852,38.72,2,5,2002
NV Knight (ENG),11,339,30.81,0,3,2003
APE Knott (ENG),1,24,24.00,0,0,1971
APE Knott (ENG),3,56,28.00,0,1,1972
APE Knott (ENG),2,12,12.00,0,0,1973
APE Knott (ENG),3,15,-,0,0,1974
APE Knott (ENG),5,20,20.00,0,0,1975
APE Knott (ENG),3,48,16.00,0,0,1976
APE Knott (ENG),3,25,12.50,0,0,1977
LJ Koen (SA),2,22,11.00,0,0,1997
LJ Koen (SA),3,60,20.00,0,0,2000
V Kohli (INDIA),5,159,31.80,0,1,2008
V Kohli (INDIA),10,325,54.16,1,2,2009
V Kohli (INDIA),25,995,47.38,3,7,2010
V Kohli (INDIA),34,1381,47.62,4,8,2011
V Kohli (INDIA),17,1026,68.40,5,3,2012
V Kohli (INDIA),34,1268,52.83,4,7,2013
V Kohli (INDIA),21,1054,58.55,4,5,2014
V Kohli (INDIA),20,623,36.64,2,1,2015
V Kohli (INDIA),10,739,92.37,3,4,2016
V Kohli (INDIA),26,1460,76.84,6,7,2017
V Kohli (INDIA),14,1202,133.55,6,3,2018
V Kohli (INDIA),11,611,55.54,3,1,2019
BL Kotze (NAM),5,27,9.00,0,0,2003
DB Kotze (NAM),6,82,16.40,0,0,2003
JP Kotze (NAM),1,23,23.00,0,0,2019
JJ Krejza (AUS),8,13,13.00,0,0,2011
P Krishnamurthy (INDIA),1,6,6.00,0,0,1976
Krishna Chandran (UAE),6,81,40.50,0,0,2014
Krishna Chandran (UAE),5,38,7.60,0,0,2015
Krishna Chandran (UAE),1,15,15.00,0,0,2016
BP Kruger (NL),4,24,12.00,0,0,2010
BP Kruger (NL),1,8,8.00,0,0,2011
CK Kruger (HKG),2,3,1.50,0,0,2008
GJP Kruger (SA),3,0,0.00,0,0,2006
N Kruger (NL),2,39,19.50,0,0,2011
CM Kuggeleijn (NZ),12,130,16.25,0,0,1988
CM Kuggeleijn (NZ),4,12,12.00,0,0,1989
SC Kuggeleijn (NZ),2,11,-,0,0,2017
AP Kuiper (SA),3,127,63.50,0,1,1991
AP Kuiper (SA),12,149,14.90,0,0,1992
AP Kuiper (SA),7,138,46.00,0,0,1994
AP Kuiper (SA),2,64,64.00,0,1,1995
AP Kuiper (SA),1,61,-,0,1,1996
CKB Kulasekara (SL),1,0,0.00,0,0,2011
CKB Kulasekara (SL),3,38,19.00,0,0,2012
KMDN Kulasekara (SL),5,5,5.00,0,0,2004
KMDN Kulasekara (SL),9,14,4.66,0,0,2006
KMDN Kulasekara (SL),5,15,15.00,0,0,2007
KMDN Kulasekara (SL),21,156,19.50,0,0,2008
KMDN Kulasekara (SL),23,203,22.55,0,1,2009
KMDN Kulasekara (SL),17,82,13.66,0,0,2010
KMDN Kulasekara (SL),17,170,15.45,0,0,2011
KMDN Kulasekara (SL),28,235,15.66,0,1,2012
KMDN Kulasekara (SL),20,184,16.72,0,1,2013
KMDN Kulasekara (SL),13,63,7.00,0,0,2014
KMDN Kulasekara (SL),12,131,21.83,0,1,2015
KMDN Kulasekara (SL),7,31,15.50,0,0,2016
KMDN Kulasekara (SL),6,38,9.50,0,0,2017
KMDN Kulasekara (SL),1,-,-,-,-,2003
Kuldeep Yadav (INDIA),14,21,10.50,0,0,2017
Kuldeep Yadav (INDIA),19,39,39.00,0,0,2018
Kuldeep Yadav (INDIA),11,40,8.00,0,0,2019
DS Kulkarni (INDIA),4,2,-,0,0,2015
DS Kulkarni (INDIA),4,25,-,0,0,2016
DS Kulkarni (INDIA),4,-,-,-,-,2014
NM Kulkarni (INDIA),9,10,5.00,0,0,1997
NM Kulkarni (INDIA),1,1,-,0,0,1998
RR Kulkarni (INDIA),1,1,-,0,0,1983
RR Kulkarni (INDIA),3,14,14.00,0,0,1986
RR Kulkarni (INDIA),6,18,18.00,0,0,1987
NR Kumar (CAN),5,69,17.25,0,0,2010
NR Kumar (CAN),5,66,13.20,0,0,2011
NR Kumar (CAN),1,9,9.00,0,0,2012
NR Kumar (CAN),3,25,12.50,0,0,2013
NR Kumar (CAN),2,48,24.00,0,0,2014
B Kumar (INDIA),25,94,13.42,0,0,2013
B Kumar (INDIA),16,62,7.75,0,0,2014
B Kumar (INDIA),13,49,8.16,0,0,2015
B Kumar (INDIA),2,2,2.00,0,0,2016
B Kumar (INDIA),24,132,44.00,0,1,2017
B Kumar (INDIA),14,101,20.20,0,0,2018
B Kumar (INDIA),10,83,20.75,0,0,2019
B Kumar (INDIA),1,-,-,-,-,2012
P Kumar (INDIA),1,12,12.00,0,0,2007
P Kumar (INDIA),14,29,7.25,0,0,2008
P Kumar (INDIA),19,147,24.50,0,1,2009
P Kumar (INDIA),14,37,6.16,0,0,2010
P Kumar (INDIA),13,51,25.50,0,0,2011
P Kumar (INDIA),7,16,8.00,0,0,2012
CBRLS Kumara (SL),4,6,6.00,0,0,2017
CBRLS Kumara (SL),4,10,10.00,0,0,2018
T Kumaran (INDIA),2,8,8.00,0,0,1999
T Kumaran (INDIA),6,11,5.50,0,0,2000
A Kumble (INDIA),7,0,0.00,0,0,1990
A Kumble (INDIA),8,18,6.00,0,0,1992
A Kumble (INDIA),18,78,13.00,0,0,1993
A Kumble (INDIA),24,52,13.00,0,0,1994
A Kumble (INDIA),12,23,5.75,0,0,1995
A Kumble (INDIA),32,147,10.50,0,0,1996
A Kumble (INDIA),25,124,9.53,0,0,1997
A Kumble (INDIA),25,64,16.00,0,0,1998
A Kumble (INDIA),30,60,10.00,0,0,1999
A Kumble (INDIA),24,150,13.63,0,0,2000
A Kumble (INDIA),7,8,2.66,0,0,2001
A Kumble (INDIA),21,70,11.66,0,0,2002
A Kumble (INDIA),10,66,16.50,0,0,2003
A Kumble (INDIA),13,26,8.66,0,0,2004
A Kumble (Asia/INDIA),5,44,22.00,0,0,2005
A Kumble (INDIA),3,3,1.00,0,0,2006
A Kumble (INDIA),4,5,5.00,0,0,2007
A Kumble (INDIA),3,-,-,-,-,1991
DSBP Kuruppu (SL),7,182,30.33,0,2,1983
DSBP Kuruppu (SL),5,70,14.00,0,0,1984
DSBP Kuruppu (SL),4,41,10.25,0,0,1985
DSBP Kuruppu (SL),7,103,17.16,0,0,1986
DSBP Kuruppu (SL),5,69,13.80,0,0,1987
DSBP Kuruppu (SL),14,331,25.46,0,1,1988
DSBP Kuruppu (SL),7,121,17.28,0,1,1989
DSBP Kuruppu (SL),5,105,21.00,0,0,1990
A Kuruvilla (INDIA),25,26,3.71,0,0,1997
GF Labrooy (SL),3,4,2.00,0,0,1986
GF Labrooy (SL),3,12,12.00,0,0,1987
GF Labrooy (SL),14,77,9.62,0,0,1988
GF Labrooy (SL),10,40,5.00,0,0,1989
GF Labrooy (SL),8,42,8.40,0,0,1990
GF Labrooy (SL),3,35,17.50,0,0,1991
GF Labrooy (SL),3,39,13.00,0,0,1992
BM Laird (AUS),5,41,8.20,0,0,1979
BM Laird (AUS),2,51,25.50,0,0,1980
BM Laird (AUS),4,156,52.00,1,0,1981
BM Laird (AUS),12,346,34.60,0,2,1982
RAS Lakmal (SL),3,0,-,0,0,2010
RAS Lakmal (SL),6,1,1.00,0,0,2011
RAS Lakmal (SL),3,0,0.00,0,0,2012
RAS Lakmal (SL),5,4,4.00,0,0,2013
RAS Lakmal (SL),9,4,-,0,0,2014
RAS Lakmal (SL),13,20,6.66,0,0,2015
RAS Lakmal (SL),12,20,5.00,0,0,2016
RAS Lakmal (SL),16,104,13.00,0,0,2017
RAS Lakmal (SL),11,52,8.66,0,0,2018
RAS Lakmal (SL),1,12,-,0,0,2019
RAS Lakmal (SL),3,-,-,-,-,2009
MKGCP Lakshitha (SL),5,3,-,0,0,2002
MKGCP Lakshitha (SL),2,4,4.00,0,0,2003
SB Lama (HKG),1,16,-,0,0,2004
AJ Lamb (ENG),4,279,93.00,1,1,1982
AJ Lamb (ENG),20,648,40.50,2,2,1983
AJ Lamb (ENG),10,339,37.66,0,3,1984
AJ Lamb (ENG),9,303,50.50,0,3,1985
AJ Lamb (ENG),8,186,23.25,0,0,1986
AJ Lamb (ENG),25,859,45.21,0,6,1987
AJ Lamb (ENG),4,109,36.33,0,1,1988
AJ Lamb (ENG),9,349,43.62,1,2,1989
AJ Lamb (ENG),16,422,32.46,0,4,1990
AJ Lamb (ENG),5,216,43.20,0,2,1991
AJ Lamb (ENG),12,300,25.00,0,2,1992
GA Lamb (ZIM),9,134,19.14,0,0,2010
GA Lamb (ZIM),6,63,15.75,0,0,2011
R Lamba (INDIA),10,289,32.11,1,2,1986
R Lamba (INDIA),11,220,22.00,0,1,1987
R Lamba (INDIA),1,8,8.00,0,0,1988
R Lamba (INDIA),10,266,29.55,0,3,1989
CB Lambert (WI),1,48,48.00,0,0,1990
CB Lambert (WI),4,84,21.00,0,1,1991
CB Lambert (WI),6,236,39.33,1,1,1998
CB Lambert (USA),1,39,39.00,0,0,2004
S Lamichhane (NEPAL),3,11,3.66,0,0,2018
S Lamichhane (NEPAL),3,29,29.00,0,0,2019
JPR Lamsam (HKG),1,8,8.00,0,0,2004
JPR Lamsam (HKG),1,16,16.00,0,0,2008
JL Langer (AUS),6,125,41.66,0,0,1994
JL Langer (AUS),1,6,6.00,0,0,1995
JL Langer (AUS),1,29,29.00,0,0,1997
CK Langeveldt (SA),1,3,3.00,0,0,2002
CK Langeveldt (SA),3,2,2.00,0,0,2004
CK Langeveldt (SA),15,1,1.00,0,0,2005
CK Langeveldt (SA),10,1,1.00,0,0,2006
CK Langeveldt (SA),19,34,6.80,0,0,2007
CK Langeveldt (SA),6,0,-,0,0,2008
CK Langeveldt (SA),4,6,-,0,0,2009
CK Langeveldt (SA),9,26,13.00,0,0,2010
CK Langeveldt (SA),2,-,-,-,-,2001
CK Langeveldt (SA),3,-,-,-,-,2003
D Langford-Smith (IRE),3,15,7.50,0,0,2006
D Langford-Smith (IRE),16,107,17.83,0,0,2007
D Langford-Smith (IRE),3,20,20.00,0,0,2008
BC Lara (WI),1,11,11.00,0,0,1990
BC Lara (WI),11,263,23.90,0,1,1991
BC Lara (WI),21,794,41.78,0,9,1992
BC Lara (WI),30,1349,49.96,4,7,1993
BC Lara (WI),14,479,34.21,0,4,1994
BC Lara (WI),15,806,67.16,2,6,1995
BC Lara (WI),15,692,57.66,3,2,1996
BC Lara (WI),18,755,50.33,2,5,1997
BC Lara (WI),8,386,55.14,1,3,1998
BC Lara (WI),29,631,24.26,1,1,1999
BC Lara (WI),11,359,35.90,0,4,2000
BC Lara (WI),20,732,43.05,1,5,2001
BC Lara (WI),10,292,48.66,1,1,2002
BC Lara (WI),21,888,46.73,3,4,2003
BC Lara (WI),20,484,32.26,0,3,2004
BC Lara (ICC/WI),15,438,29.2,1,2,2005
BC Lara (WI),28,660,31.42,0,4,2006
BC Lara (WI),12,386,38.6,0,2,2007
W Larkins (ENG),2,7,3.5,0,0,1979
W Larkins (ENG),4,77,19.25,0,0,1980
W Larkins (ENG),6,239,39.83,1,0,1989
W Larkins (ENG),11,228,22.8,0,0,1990
W Larkins (ENG),2,40,20,0,0,1991
GR Larsen (NZ),5,2,0.66,0,0,1990
GR Larsen (NZ),8,17,17,0,0,1991
GR Larsen (NZ),17,59,29.5,0,0,1992
GR Larsen (NZ),8,123,30.75,0,0,1993
GR Larsen (NZ),17,136,19.42,0,0,1994
GR Larsen (NZ),19,107,13.37,0,0,1995
GR Larsen (NZ),10,11,2.75,0,0,1996
GR Larsen (NZ),17,103,11.44,0,0,1997
GR Larsen (NZ),20,71,14.2,0,0,1999
RT Latham (NZ),6,132,33,0,0,1990
RT Latham (NZ),2,46,-,0,0,1991
RT Latham (NZ),15,280,18.66,0,1,1992
RT Latham (NZ),7,104,14.85,0,0,1993
RT Latham (NZ),3,21,7,0,0,1994
TWM Latham (NZ),8,138,19.71,0,0,2012
TWM Latham (NZ),5,142,35.5,0,1,2013
TWM Latham (NZ),8,131,26.2,0,0,2014
TWM Latham (NZ),14,486,40.5,1,3,2015
TWM Latham (NZ),14,461,35.46,1,2,2016
TWM Latham (NZ),15,546,39,2,3,2017
TWM Latham (NZ),13,299,27.18,0,3,2018
TWM Latham (NZ),8,192,38.4,0,2,2019
B Laughlin (AUS),5,1,-,0,0,2009
TJ Laughlin (AUS),1,2,2,0,0,1978
TJ Laughlin (AUS),5,103,34.33,0,1,1979
SG Law (AUS),3,117,58.5,1,0,1994
SG Law (AUS),4,111,27.75,0,1,1995
SG Law (AUS),25,593,28.23,0,4,1996
SG Law (AUS),12,324,27,0,2,1997
SG Law (AUS),7,61,12.2,0,0,1998
SG Law (AUS),3,31,15.5,0,0,1999
DV Lawrence (ENG),1,-,-,-,-,1991
WM Lawry (AUS),1,27,27,0,0,1971
GF Lawson (AUS),3,4,4,0,0,1980
GF Lawson (AUS),8,55,18.33,0,0,1981
GF Lawson (AUS),7,5,2.5,0,0,1982
GF Lawson (AUS),14,103,11.44,0,0,1983
GF Lawson (AUS),21,99,9.9,0,0,1984
GF Lawson (AUS),18,107,17.83,0,0,1985
GF Lawson (AUS),8,5,1.66,0,0,1989
JJC Lawson (WI),2,3,3.00,0,0,2001
JJC Lawson (WI),5,4,4.00,0,0,2004
JJC Lawson (WI),2,11,11.00,0,0,2005
JJC Lawson (WI),3,-,-,-,-,2002
JJC Lawson (WI),1,-,-,-,-,2003
VVS Laxman (INDIA),7,62,12.40,0,0,1998
VVS Laxman (INDIA),6,24,4.00,0,0,2000
VVS Laxman (INDIA),16,541,38.64,1,4,2001
VVS Laxman (INDIA),21,613,30.65,0,5,2002
VVS Laxman (INDIA),8,232,29.00,1,0,2003
VVS Laxman (INDIA),25,837,41.85,4,1,2004
VVS Laxman (INDIA),2,29,14.50,0,0,2005
VVS Laxman (INDIA),1,0,0.00,0,0,2006
MA Leask (SCOT),6,119,23.80,0,1,2014
MA Leask (SCOT),4,60,20.00,0,0,2015
MA Leask (SCOT),5,25,8.33,0,0,2016
MA Leask (SCOT),7,97,32.33,0,1,2017
MA Leask (SCOT),8,134,33.50,0,1,2018
MA Leask (SCOT),1,8,8.00,0,0,2019
B Lee (AUS),20,68,13.60,0,0,2000
B Lee (AUS),9,12,6.00,0,0,2001
B Lee (AUS),20,154,22.00,0,1,2002
B Lee (AUS),24,85,10.62,0,0,2003
B Lee (AUS),18,62,15.50,0,0,2004
B Lee (AUS),26,156,39.00,0,0,2005
B Lee (AUS),26,170,18.88,0,1,2006
B Lee (AUS),17,56,14.00,0,0,2007
B Lee (AUS),13,92,15.33,0,0,2008
B Lee (AUS),13,42,7.00,0,0,2009
B Lee (AUS),19,60,20.00,0,0,2011
B Lee (AUS),16,219,27.37,0,1,2012
S Lee (AUS),3,46,23.00,0,0,1995
S Lee (AUS),5,15,5.00,0,0,1996
S Lee (AUS),17,227,18.91,0,0,1999
S Lee (AUS),19,164,16.40,0,0,2000
S Lee (AUS),1,25,-,0,0,2001
WK Lees (NZ),4,28,14.00,0,0,1979
WK Lees (NZ),7,77,11.00,0,0,1980
WK Lees (NZ),19,110,11.00,0,0,1983
WK Lees (NZ),1,-,-,-,-,1981
RP Lefebvre (NL),4,78,26.00,0,0,1996
RP Lefebvre (NL),2,36,-,0,0,2002
RP Lefebvre (NL),5,57,19.00,0,0,2003
DS Lehmann (AUS),2,17,8.50,0,0,1996
DS Lehmann (AUS),1,10,10.00,0,0,1997
DS Lehmann (AUS),25,679,35.73,1,3,1998
DS Lehmann (AUS),32,821,32.84,1,5,1999
DS Lehmann (AUS),9,200,50.00,0,2,2001
DS Lehmann (AUS),15,520,57.77,1,1,2002
DS Lehmann (AUS),16,467,51.88,1,3,2003
DS Lehmann (AUS),10,275,39.28,0,3,2004
DS Lehmann (AUS),7,89,29.66,0,0,2005
JK Lever (ENG),2,1,1.00,0,0,1976
JK Lever (ENG),4,30,15.00,0,0,1977
JK Lever (ENG),4,5,5.00,0,0,1978
JK Lever (ENG),4,1,1.00,0,0,1979
JK Lever (ENG),4,17,8.50,0,0,1980
JK Lever (ENG),2,2,-,0,0,1982
JK Lever (ENG),2,-,-,-,-,1981
P Lever (ENG),1,4,-,0,0,1971
P Lever (ENG),2,8,-,0,0,1974
P Lever (ENG),6,5,5.00,0,0,1975
P Lever (ENG),1,-,-,-,-,1973
RDM Leverock (BMUDA),11,19,9.50,0,0,2006
RDM Leverock (BMUDA),14,60,10.00,0,0,2007
RDM Leverock (BMUDA),5,27,27.00,0,0,2008
RDM Leverock (BMUDA),2,5,5.00,0,0,2009
CC Lewis (ENG),12,28,4.00,0,0,1990
CC Lewis (ENG),2,0,0.00,0,0,1991
CC Lewis (ENG),16,107,15.28,0,0,1992
CC Lewis (ENG),10,116,19.33,0,0,1993
CC Lewis (ENG),8,64,16.00,0,0,1994
CC Lewis (ENG),3,33,-,0,0,1996
CC Lewis (ENG),2,26,26.00,0,0,1998
E Lewis (WI),5,224,44.80,1,0,2016
E Lewis (WI),20,512,32.00,1,1,2017
E Lewis (WI),10,274,27.40,0,2,2018
J Lewis (ENG),3,7,-,0,0,2005
J Lewis (ENG),5,9,4.50,0,0,2006
J Lewis (ENG),5,34,8.50,0,0,2007
ML Lewis (AUS),5,4,-,0,0,2006
ML Lewis (AUS),2,-,-,-,-,2005
RN Lewis (WI),6,38,12.66,0,0,1997
RN Lewis (WI),7,51,17.00,0,0,1998
RN Lewis (WI),3,68,22.66,0,0,1999
RN Lewis (WI),4,15,7.50,0,0,2006
RN Lewis (WI),4,33,16.50,0,0,2007
RN Lewis (WI),2,43,43.00,0,0,2008
RN Lewis (WI),2,43,21.50,0,0,2009
Liaqat Ali (PAK),2,7,7.00,0,0,1978
Liaqat Ali (PAK),1,-,-,-,-,1977
GFJ Liebenberg (SA),1,12,12.00,0,0,1995
GFJ Liebenberg (SA),3,82,27.33,0,0,1998
DK Lillee (AUS),3,13,13.00,0,0,1972
DK Lillee (AUS),6,19,19.00,0,0,1975
DK Lillee (AUS),6,60,30.00,0,0,1979
DK Lillee (AUS),9,29,4.83,0,0,1980
DK Lillee (AUS),15,68,17.00,0,0,1981
DK Lillee (AUS),12,43,4.77,0,0,1982
DK Lillee (AUS),12,8,2.66,0,0,1983
Liton Das (BDESH),9,124,15.50,0,0,2015
Liton Das (BDESH),3,41,13.66,0,0,2017
Liton Das (BDESH),12,340,28.33,1,1,2018
Liton Das (BDESH),4,79,19.75,0,1,2019
JB Little (IRE),4,9,4.50,0,0,2019
DK Liyanage (SL),8,56,11.20,0,0,1993
DK Liyanage (SL),6,86,28.66,0,0,1997
DK Liyanage (SL),1,2,2.00,0,0,2001
DK Liyanage (SL),1,-,-,-,-,1992
CH Lloyd (WI),2,31,31.00,0,0,1973
CH Lloyd (WI),6,159,39.75,1,1,1975
CH Lloyd (WI),3,126,42.00,0,1,1976
CH Lloyd (WI),1,45,-,0,0,1977
CH Lloyd (WI),8,143,28.60,0,1,1979
CH Lloyd (WI),9,96,19.20,0,0,1980
CH Lloyd (WI),7,240,48.00,0,2,1981
CH Lloyd (WI),8,249,62.25,0,1,1982
CH Lloyd (WI),15,184,23.00,0,0,1983
CH Lloyd (WI),14,336,33.60,0,2,1984
CH Lloyd (WI),14,368,73.60,0,3,1985
D Lloyd (ENG),1,8,8.00,0,0,1973
D Lloyd (ENG),4,193,64.33,1,0,1974
D Lloyd (ENG),1,49,49.00,0,0,1975
D Lloyd (ENG),1,34,34.00,0,0,1978
D Lloyd (ENG),1,1,1.00,0,0,1980
GD Lloyd (ENG),2,17,17.00,0,0,1996
GD Lloyd (ENG),3,22,11.00,0,0,1997
GD Lloyd (ENG),1,0,0.00,0,0,1998
TA Lloyd (ENG),3,101,33.66,0,0,1984
ACI Lock (ZIM),8,8,8.00,0,0,1996
DR Lockhart (SCOT),1,25,-,0,0,2006
DR Lockhart (SCOT),3,39,19.50,0,0,2007
DR Lockhart (SCOT),10,154,22.00,0,0,2010
AL Logie (WI),2,6,-,0,0,1983
AL Logie (WI),12,248,49.60,0,1,1984
AL Logie (WI),28,500,38.46,0,3,1985
AL Logie (WI),9,161,32.20,0,1,1986
AL Logie (WI),21,512,34.13,0,2,1987
AL Logie (WI),21,499,31.18,1,2,1988
AL Logie (WI),17,287,41.00,0,2,1989
AL Logie (WI),4,27,6.75,0,0,1990
AL Logie (WI),12,289,26.27,0,2,1991
AL Logie (WI),13,122,11.09,0,1,1992
AL Logie (WI),15,158,15.80,0,0,1993
AL Logie (WI),2,-,-,-,-,1981
AL Logie (WI),2,-,-,-,-,1982
KS Lokuarachchi (SL),5,51,10.20,0,0,2003
KS Lokuarachchi (SL),7,40,13.33,0,0,2004
KS Lokuarachchi (SL),6,108,27.00,0,1,2006
KS Lokuarachchi (SL),3,11,3.66,0,0,2007
CH Lonsdale (BMUDA),1,4,4.00,0,0,2007
BP Loots (NL),3,10,10.00,0,0,2010
BP Loots (NL),4,6,3.00,0,0,2011
AGR Loudon (ENG),1,0,0.00,0,0,2006
J Louw (SA),3,23,23.00,0,0,2008
JL Louw (NAM),1,-,-,-,-,2003
JD Love (ENG),3,61,20.33,0,0,1981
MB Loye (ENG),7,142,20.28,0,0,2007
SW Lubbers (NL),4,24,8.00,0,0,1996
BW Luckhurst (ENG),3,15,5.00,0,0,1975
MJ Lumb (ENG),3,165,55.00,1,0,2014
AS Luseno (KENYA),1,0,0.00,0,0,2003
AS Luseno (KENYA),5,17,-,0,0,2006
AS Luseno (KENYA),1,0,-,0,0,2007
AS Luseno (KENYA),1,1,1.00,0,0,2009
AS Luseno (KENYA),2,16,-,0,0,2010
MA Lynch (ENG),3,8,2.66,0,0,1988
CA Lynn (AUS),1,16,16.00,0,0,2017
CA Lynn (AUS),3,59,19.66,0,0,2018
NM Lyon (AUS),2,4,4.00,0,0,2012
NM Lyon (AUS),6,8,-,0,0,2014
NM Lyon (AUS),5,34,34.00,0,0,2016
NM Lyon (AUS),2,4,4.00,0,0,2018
NM Lyon (AUS),10,19,-,0,0,2019
RT Lyons (SCOT),4,28,28.00,0,0,2006
RT Lyons (SCOT),9,49,49.00,0,0,2007
RT Lyons (SCOT),1,3,-,0,0,2008
RT Lyons (SCOT),2,6,6.00,0,0,2009
RT Lyons (SCOT),9,4,4.00,0,0,2010
C McAuslan (HKG),2,35,17.50,0,0,2017
AR McBrine (IRE),8,46,46.00,0,0,2015
AR McBrine (IRE),6,106,35.33,0,1,2016
AR McBrine (IRE),6,23,5.75,0,0,2017
AR McBrine (IRE),11,66,16.50,0,0,2018
AR McBrine (IRE),6,14,4.66,0,0,2019
AR McBrine (IRE),2,-,-,-,-,2014
WK McCallan (IRE),3,120,120.00,0,1,2006
WK McCallan (IRE),19,103,8.58,0,0,2007
WK McCallan (IRE),11,102,20.40,0,0,2008
WK McCallan (IRE),6,36,-,0,0,2009
NFI McCallum (SCOT),5,129,25.80,0,1,2006
NFI McCallum (SCOT),15,336,22.40,1,1,2007
NFI McCallum (SCOT),6,17,5.66,0,0,2008
NFI McCallum (SCOT),7,282,70.50,1,1,2009
NFI McCallum (SCOT),8,213,30.42,0,1,2010
NFI McCallum (SCOT),2,25,12.50,0,0,2011
MJ McClenaghan (NZ),15,11,11.00,0,0,2013
MJ McClenaghan (NZ),13,43,43.00,0,0,2014
MJ McClenaghan (NZ),18,23,11.50,0,0,2015
MJ McClenaghan (NZ),2,31,-,0,0,2016
RB McCosker (AUS),6,120,20.00,0,1,1975
RB McCosker (AUS),2,12,6.00,0,0,1977
RB McCosker (AUS),1,1,1.00,0,0,1979
RB McCosker (AUS),2,136,68.00,0,1,1980
RB McCosker (AUS),3,51,17.00,0,0,1982
OC McCoy (WI),2,0,-,0,0,2018
BB McCullum (NZ),9,103,11.44,0,0,2002
BB McCullum (NZ),28,270,19.28,0,1,2003
BB McCullum (NZ),20,244,34.85,0,1,2004
BB McCullum (NZ),19,409,29.21,0,2,2005
BB McCullum (NZ),14,194,14.92,0,0,2006
BB McCullum (NZ),33,799,36.31,0,5,2007
BB McCullum (NZ),16,618,47.53,1,4,2008
BB McCullum (NZ),24,750,32.60,1,3,2009
BB McCullum (NZ),15,324,21.60,0,2,2010
BB McCullum (NZ),17,470,39.16,1,2,2011
BB McCullum (NZ),11,416,41.60,1,2,2012
BB McCullum (NZ),15,420,35.00,0,4,2013
BB McCullum (NZ),11,183,20.33,0,0,2014
BB McCullum (NZ),24,764,33.21,1,6,2015
BB McCullum (NZ),4,119,29.75,0,0,2016
NL McCullum (NZ),2,0,0.00,0,0,2009
NL McCullum (NZ),13,217,19.72,0,0,2010
NL McCullum (NZ),14,233,29.12,0,3,2011
NL McCullum (NZ),11,176,19.55,0,1,2012
NL McCullum (NZ),19,292,24.33,0,0,2013
NL McCullum (NZ),13,65,10.83,0,0,2014
NL McCullum (NZ),12,87,29.00,0,0,2015
RJ McCurdy (AUS),11,33,8.25,0,0,1985
CJ McDermott (AUS),17,38,6.33,0,0,1985
CJ McDermott (AUS),21,112,11.20,0,0,1986
CJ McDermott (AUS),9,41,5.85,0,0,1987
CJ McDermott (AUS),13,99,9.90,0,0,1988
CJ McDermott (AUS),4,34,17.00,0,0,1989
CJ McDermott (AUS),1,0,0.00,0,0,1990
CJ McDermott (AUS),10,10,3.33,0,0,1991
CJ McDermott (AUS),21,29,3.62,0,0,1992
CJ McDermott (AUS),12,18,3.60,0,0,1993
CJ McDermott (AUS),18,39,5.57,0,0,1994
CJ McDermott (AUS),5,11,11.00,0,0,1995
CJ McDermott (AUS),7,1,1.00,0,0,1996
PE McEwan (NZ),5,96,19.20,0,0,1980
PE McEwan (NZ),4,27,9.00,0,0,1981
PE McEwan (NZ),5,45,9.00,0,0,1984
PE McEwan (NZ),3,36,18.00,0,0,1985
NC McGarrell (WI),4,25,12.50,0,0,1999
NC McGarrell (WI),12,35,5.83,0,0,2001
NC McGarrell (WI),1,-,-,-,-,1998
SCG MacGill (AUS),3,1,1.00,0,0,2000
PD McGlashan (NZ),4,63,63.00,0,1,2009
A McGrath (ENG),10,143,20.42,0,1,2003
A McGrath (ENG),4,23,7.66,0,0,2004
GD McGrath (AUS),3,0,0.00,0,0,1993
GD McGrath (AUS),24,14,3.50,0,0,1994
GD McGrath (AUS),11,11,5.50,0,0,1995
GD McGrath (AUS),24,18,9.00,0,0,1996
GD McGrath (AUS),9,2,1.00,0,0,1997
GD McGrath (AUS),27,7,2.33,0,0,1999
GD McGrath (AUS),21,17,8.50,0,0,2000
GD McGrath (AUS),18,1,1.00,0,0,2001
GD McGrath (AUS),26,18,3.00,0,0,2002
